Raman shift [1/cm],AT1,AT2,AT3,AT4,AT7,AT8,AT9,AT10,AT11,AT12,AT13,AT14,AT15,AT16,AT17,AT18
2434,29.99725198,221.4915019,102.7598059,172.0714416,261.1729828,454.3951547,179.7078227,180.5542145,173.549769,9231.233812,140.7580134,113.2661819,168.3396837,854.7819726,117.3012917,260.8452752
2432,44.17395267,240.6738559,138.8772386,103.1200944,281.5494302,484.3252085,86.74624217,164.5162527,148.785249,9272.311103,154.4243123,102.6181025,150.4490063,892.151048,112.1085141,215.2030607
2430,65.49313857,171.4472675,158.3048709,125.4248198,321.6091079,577.3880524,135.3814363,156.4694307,126.197326,9360.505687,207.6454344,106.3653803,164.6416752,898.1774974,117.289881,191.0508141
2428,69.48857677,136.7985526,152.8709378,175.7637034,342.2167215,591.9116145,197.3151525,163.7574496,179.0538935,9531.469719,232.8932092,101.6189907,162.1865457,844.3368536,127.779937,241.6099509
2426,63.52865686,173.2320393,166.4373248,152.8472544,348.8626527,557.4512086,162.3319128,178.0742545,175.5809178,9653.259524,181.630089,94.56490474,126.9954922,839.4373797,143.7878531,212.9181817
2424,80.01213095,149.4790122,166.4552808,166.4786756,364.5106529,566.1510717,158.9675293,224.0797813,122.4640717,9685.242055,237.0967426,93.13224793,119.4945111,871.4156113,133.6817264,132.9254055
2422,79.94515843,128.3622255,143.0595224,196.8389229,374.4146419,555.5845334,191.6598494,271.0206528,130.9870243,9733.178644,308.6887467,83.42945922,157.9172359,864.1724152,101.8246783,165.3882916
2420,63.98612631,183.2154669,111.3866627,168.8981919,379.4354025,520.0396487,218.2050267,271.1396552,152.2410168,9845.322687,257.4372243,82.92645442,163.7888436,835.2849314,124.6762974,224.1095306
2418,69.90208308,239.5517755,89.45870896,117.6204243,399.9957391,523.8678584,222.3891303,246.6358838,135.1953633,9982.745607,239.9692561,120.9794318,102.3264215,845.6312955,171.9225675,186.7698653
2416,80.91481828,195.0078797,93.2713132,136.0473943,430.3765477,573.5399068,183.6436751,238.4539833,141.1377793,10083.99855,406.2103135,147.4244716,68.99708966,888.4576387,138.747207,193.1874678
2414,76.92627461,136.5927597,108.3813991,216.28621,460.8161721,614.8800156,129.3986058,240.5599548,178.5040221,10087.93815,425.9101205,98.26900639,138.8791376,932.6170446,107.0928344,250.8854997
2412,70.41725309,166.1654141,100.6285504,251.0745468,485.7294774,608.3111097,94.2606721,214.3120515,172.1867035,10163.07314,374.6062297,70.9517139,177.5014324,930.6914335,110.3525045,214.1411849
2410,65.922915,215.3910768,94.27339455,195.4629539,503.6341961,571.5644523,107.6024216,214.7242118,149.2929508,10333.93948,458.4663179,108.8262795,119.7083758,920.0254396,111.9293144,148.2299346
2408,64.77496984,207.9102204,117.0472171,140.5547222,524.8801326,552.7757489,176.5246099,290.6397529,207.5120594,10422.85875,547.2714295,132.5140021,109.5535693,963.9377931,96.11481374,191.018904
2406,73.65091979,231.6743264,116.0202204,146.2910974,550.8565764,586.2877081,227.0289405,266.1425207,212.3439076,10493.16464,517.3935258,131.7527045,196.0800956,992.1275639,82.39957568,202.5767963
2404,53.1047776,211.6234738,109.5174794,118.0919858,561.7820387,591.7578665,213.9711402,184.9550783,151.4348279,10659.46404,586.5529167,127.2779662,221.0319043,953.8084839,65.60495925,212.7444943
2402,35.35126292,180.6873404,109.900213,71.89721127,571.5177332,557.0141965,194.6299163,190.6431623,177.8349668,10769.75326,697.4124203,138.8554121,181.1264704,943.9862183,53.4446702,243.8881483
2400,52.5070199,221.9442287,98.68595522,78.4850045,608.3443632,558.6760153,186.2677453,249.2820704,228.325285,10797.31973,700.2591705,156.1387402,175.8773526,987.8874595,58.38276451,236.6855011
2398,52.88913324,220.7135228,89.62871447,96.471814,662.8194099,581.8497016,151.9746171,276.537882,150.4520657,10973.31805,736.6835437,145.2480782,180.4152394,973.0243902,61.66242354,209.5438145
2396,37.02724197,101.4672568,100.9532877,103.910713,686.8866052,553.0832174,161.9435062,288.7575362,154.5755626,11166.90361,821.3006641,120.782196,152.9628473,959.6352077,56.7348555,212.4337422
2394,52.00505804,93.84975921,114.3565115,68.47447223,708.8144294,547.8099362,186.050609,266.5580958,187.3145541,11293.20005,831.2412223,112.5038844,142.3483258,987.8233188,76.90122523,193.5283184
2392,74.35720314,196.1259726,123.630229,42.4908141,749.1679639,581.0572731,159.4685572,252.3045503,152.7661716,11444.35606,807.5729222,113.7574999,170.1875684,1000.693319,98.38730818,188.3705237
2390,55.94046123,194.4508411,128.4915919,91.38939155,749.7271221,590.9113277,111.7375859,279.3674597,122.1887928,11658.142,847.8223258,116.8022798,192.564888,981.33263,80.38801562,243.0269926
2388,38.64771841,183.283186,115.5051007,106.8105159,689.2997524,619.1463769,113.3798688,317.5370326,121.6999157,11843.69784,839.9147245,137.6985726,215.9883191,995.2807143,74.76306112,245.1060674
2386,45.96203823,198.1828728,108.3355177,81.77212804,651.8712765,651.1477828,133.3867187,358.9777246,146.7291587,11977.38052,771.5007064,153.7973919,268.1793392,1004.230812,103.5195285,241.3637989
2384,46.59435942,197.8433872,105.7070619,103.1508364,654.4144645,617.1543491,151.9517383,341.8675044,177.0727821,12109.17251,725.8131247,151.5140023,295.9384084,999.0197637,112.5737813,219.7859242
2382,30.99859642,190.1048435,101.1270621,134.4993098,649.8404563,539.0174427,162.5226309,301.781063,192.0993999,12317.75263,731.9597515,158.4663849,277.9391794,1003.148413,84.6859654,169.9473604
2380,35.88282235,189.9237834,112.4611437,96.73360146,629.6841692,523.5226754,134.7366511,320.4278795,202.8981348,12568.5797,741.4950192,195.3616823,289.5221729,1002.677118,70.37794477,207.3932198
2378,47.6522358,167.3377145,133.8644044,80.10222163,628.1157736,555.2249296,108.265272,288.8279086,220.5665659,12701.1733,748.7885479,201.7091049,330.6947979,995.141203,57.26085647,288.697667
2376,40.23421808,158.4078281,120.0012638,92.60849437,642.6054726,575.3847371,117.373193,224.1565655,232.4769256,12856.75237,764.2685426,179.0827287,323.6415797,992.5461494,75.24920183,231.1319596
2374,24.71843954,163.0087763,81.9701551,128.1399089,639.4995382,576.2939738,132.1949662,210.5126155,244.1736158,13161.02345,809.9919918,189.292073,279.503131,984.3044,104.8640823,119.3104786
2372,21.09091363,147.6434752,82.39590248,177.7497206,621.9980374,559.6666169,134.7901494,249.9367526,247.3221067,13471.20974,865.9241682,225.1363032,281.7848261,973.0514794,86.12706697,160.1590842
2370,20.35555054,114.2591764,116.5222346,182.2024326,624.0410379,502.8219534,154.3463501,286.6856424,214.1802721,13660.24741,851.6761588,216.9371929,323.9306899,995.9900275,70.21680913,273.6175775
2368,20.72016887,90.05052978,117.1977279,171.3478413,625.2581892,482.6202526,167.2419963,297.019304,195.0383101,13859.40114,797.8748456,204.8172724,353.695516,1008.71817,100.283815,306.7624056
2366,21.0658974,114.99999,88.28554153,171.8853613,605.0981439,493.3322637,170.3609777,287.29522,181.9435865,14130.26406,766.6022867,192.1372196,359.6479498,983.6475809,111.9437386,245.6665357
2364,22.60406258,160.8315922,84.89728113,145.8385878,572.8555181,480.1516819,183.0160795,236.6869792,160.0363543,14417.23652,749.1642285,162.029049,357.0406185,956.805938,92.42751887,217.330129
2362,26.20057216,173.0786798,112.2482206,92.65173133,550.0276372,478.4400795,201.5261331,144.8937031,184.3562654,14684.38016,723.3673929,155.3723171,350.6592443,959.2351711,102.5154952,275.1741947
2360,23.32773896,172.4997111,119.9397604,137.1075667,545.4745756,524.3030298,197.4207394,140.0570839,258.3964907,14894.64632,721.9201868,187.9916087,349.8307787,976.5341744,101.6946048,288.2461702
2358,20.13617723,142.7660503,96.23475785,197.1526519,541.4675596,519.8908651,186.9787126,210.6008977,265.1386621,15095.89922,709.1898658,203.6047072,366.2124948,988.5747788,86.61371296,286.8855382
2356,23.95586094,107.3587802,81.77889857,155.6797809,529.5898803,484.3556674,184.2461658,242.6728287,176.6654061,15315.65593,714.3924339,196.6065284,383.2700383,973.115837,85.31600311,309.0648115
2354,28.95845651,139.4233182,93.93875686,93.70066903,526.0636801,520.1971332,168.0098168,225.03409,103.6669795,15480.98917,775.8210453,197.9632748,378.1230548,947.0723913,108.5183746,304.6480531
2352,28.69433427,239.25155,96.57962087,124.2449006,541.0592948,564.7702461,142.0169167,224.647458,106.9965253,15561.5601,804.0545237,177.5913811,373.9460066,960.9067182,138.19461,308.9110857
2350,28.79382478,283.913205,88.80130218,144.7154148,554.1968261,555.2591676,145.0533704,191.5293738,125.802057,15689.70042,822.0551204,142.588095,403.9873922,979.06388,135.4391253,351.0630165
2348,28.76199845,225.0548769,91.63405339,128.7464128,549.59894,549.9077658,156.8243892,205.2763831,144.8255562,15778.04351,887.263402,126.4857606,419.75665,970.9441091,113.3765541,346.8389297
2346,28.11868098,152.0481836,107.1024121,121.9620193,531.2287066,573.1589382,142.3053468,288.3856433,177.2138777,15753.46788,916.3157532,138.7544792,408.7048876,943.818541,92.62477181,342.8720627
2344,35.66222336,147.9774194,112.2761534,117.2342455,507.9982329,563.52436,127.6731386,292.6481235,185.7097431,15775.45119,826.4029243,160.4377428,440.1847568,908.8906898,61.28157245,416.0790885
2342,53.44481024,176.2493394,91.05660006,112.6796903,484.3637532,544.1272794,160.4922451,240.6190194,156.7200397,15859.43321,768.5185439,162.9453835,490.0031591,890.9735414,46.4341429,320.0225965
2340,52.44019779,186.825283,82.67980551,108.4010681,471.7211402,536.1515901,140.180653,247.6984287,140.129809,15910.4836,776.9548597,127.2271766,479.7299597,916.3550884,71.47254691,174.8062079
2338,43.5219399,205.9350551,106.1353226,136.9428688,474.7237198,531.4479925,105.5534487,276.2058491,146.1631534,15942.16367,823.8944582,115.5652137,445.6069268,956.3875328,103.8556974,198.1421771
2336,54.39361086,227.0173991,115.350619,192.9769724,504.1224184,525.6903584,148.5681475,283.6723246,154.5744799,15972.36696,882.6535313,154.756868,475.9048417,972.1076403,107.6213535,266.746654
2334,55.82690019,161.7915516,84.53986606,189.1565358,565.3918471,525.2658745,133.253816,361.3908127,176.6978596,15924.54554,884.137434,159.6650626,541.1914688,977.4224979,101.9832801,198.1064668
2332,44.2297825,137.6213795,87.79373647,162.8809757,574.8781052,521.1493822,144.2279239,384.687888,178.6967387,15869.5575,869.0590429,179.0119268,551.9437096,995.2125392,133.4183081,248.7599182
2330,40.71516458,160.3451564,142.3736112,223.2217348,560.25621,555.3383409,217.8013842,348.8630182,165.7178273,15889.0279,939.8715116,219.5311153,514.8084091,1018.976459,179.9881607,308.6464858
2328,44.97421329,129.6580172,175.697835,275.2043968,589.1472179,607.3754158,220.8754736,355.4656431,169.6148886,15936.42109,1023.067872,203.4309971,493.4140994,1023.846929,195.4700143,176.3327004
2326,46.29126036,96.38715295,151.6784605,178.2784211,608.4582068,589.4400703,165.0578669,378.9522487,180.746737,15904.02926,986.7154487,144.3468844,488.3569837,1011.940616,182.2483044,51.13100742
2324,47.50459062,133.3165749,141.8246067,139.933501,564.4234668,542.3721103,198.7656268,356.7266638,178.2959477,15819.50833,949.6248275,161.8660274,464.9385305,1013.001905,140.9293004,95.64792578
2322,49.96902607,127.0758516,143.6181927,187.1613272,539.5983731,521.6751802,189.6140432,367.4265741,179.5025998,15781.5063,945.1293849,196.3013871,461.216135,1012.932442,136.687398,159.3688015
2320,55.88181644,103.7600102,115.6642983,192.4850124,543.2017789,527.591521,144.2528969,372.958628,176.0315005,15793.98302,964.6327239,187.3476008,479.6603691,1000.941415,169.9499747,169.5924524
2318,54.6864124,135.1316348,94.73239536,146.0464739,534.2887692,543.2107936,161.3196852,319.2620641,144.8118747,15769.86224,1008.270864,172.6577174,472.4823712,1000.299773,139.9038269,213.928122
2316,40.77268772,127.7831661,140.0318127,129.5273023,550.9086945,551.8073785,174.9963532,322.474781,102.4853886,15672.58072,1024.213869,172.8672724,442.3415404,1016.854013,56.61573906,298.1993215
2314,35.59588822,102.3285041,160.3561977,134.368599,566.5747828,547.0034036,208.874457,354.6889053,93.55970622,15618.43729,1019.197052,154.6648333,434.3555604,997.896881,104.1755662,285.2871278
2312,42.61605847,101.1397544,130.812423,176.2704479,548.1283095,578.8201561,226.4831356,329.0492691,137.5698261,15652.94887,999.173161,130.0878419,460.312095,975.4639733,166.2107331,187.1785889
2310,56.37948481,130.2290178,114.0045585,208.5373548,508.8190339,603.7555145,215.9333294,254.6709538,184.5136922,15691.44635,926.1662739,124.4045206,496.5102396,989.2740875,103.5215801,193.4079494
2308,71.81538564,166.8104576,123.4211115,155.6165932,477.4674877,553.4079167,235.88204,213.2275561,178.583436,15673.89574,822.1809071,120.1886436,523.2304688,996.9735286,41.59155841,320.0714919
2306,80.10173095,170.6175584,112.1617852,81.50361521,458.1457994,548.4637728,261.5159329,245.6441172,148.1742206,15622.68487,770.2055494,107.3364753,540.7215134,983.5186467,63.20852594,328.6818963
2304,84.78129713,159.4783675,96.57378249,103.7577747,446.57299,601.6853745,247.9903131,311.882612,140.3823565,15597.52776,739.8056439,108.8429452,542.8561262,994.4977492,81.29664452,316.3853961
2302,81.56800676,163.6329238,82.36278996,153.6998995,431.1116914,597.3444076,217.0366603,322.1311767,165.7793763,15604.08155,735.2179695,113.2508541,531.2028042,1000.33021,58.49997415,361.657422
2300,70.89806726,171.9172651,62.88319048,104.9742447,423.3919326,517.7989485,218.3910496,282.9826566,203.7472669,15567.39379,760.77807,114.2725419,532.2545904,975.5774273,40.59915398,368.0382585
2298,68.74457218,165.1599682,66.60995808,48.87792063,448.5328694,489.2059918,260.4008374,285.719131,228.1790638,15481.01831,760.9188937,145.4826308,557.649097,987.7327108,44.59674934,335.0737515
2296,73.81087415,141.812797,89.82751323,91.10433385,473.589471,526.9175981,297.9897784,291.4844596,205.6327188,15465.81339,794.0617072,165.9224909,551.630952,1014.740383,76.75305307,343.4645142
2294,70.45983481,110.5343993,101.3725168,106.0291181,464.2474903,540.845428,270.6586566,298.9855913,170.4924456,15462.84093,875.4446329,148.6859794,492.6396571,1025.859852,96.82687903,338.0245135
2292,53.4293932,110.4587015,94.31667468,66.8149895,450.2377226,497.5442598,209.9895338,311.3669561,163.180632,15407.48348,947.185326,141.7552787,438.9703919,1036.852864,89.59795572,327.6484697
2290,39.06764697,135.1775074,86.39257554,102.548446,482.8967608,479.9855305,190.8315387,277.5883183,159.6709434,15377.40926,989.2027762,163.4433184,441.0061939,1051.732403,100.0748149,395.7812251
2288,41.91332067,98.77139273,86.21134468,142.3778646,536.9762291,532.7190306,200.1092316,214.883274,130.2691726,15404.81639,1040.797089,130.8768614,452.7273132,1039.509596,147.1713823,447.5562233
2286,37.11124449,83.51873516,110.254653,122.4904733,529.7496351,523.5993817,220.8433316,237.7239852,88.61585868,15434.58038,1067.721476,85.00520704,436.0175062,1036.886025,150.6880693,447.6946858
2284,27.74038145,105.3047037,130.9069485,86.21875898,477.0314883,457.2361514,262.3255029,305.1271117,97.63192327,15446.41985,1045.046279,94.09157903,415.9446277,1040.79463,123.4853909,456.5873199
2282,37.92455159,114.1875417,118.8363296,96.65305487,462.8285964,443.1253001,305.1172349,307.0549333,141.1709644,15453.7823,998.590929,132.5144967,427.47403,1023.136811,124.5337282,453.018918
2280,52.49753773,155.8132595,106.1588069,144.5078875,480.5477338,452.0733293,297.0733949,276.572109,113.0093611,15439.40542,960.3988353,142.920772,461.6880303,1012.762452,116.8096607,375.8827294
2278,51.44426787,171.515326,122.2698274,152.306311,450.0820676,467.8932962,263.2901183,267.0344867,104.1763601,15407.24619,953.0140126,140.2637891,495.2626197,1024.968977,126.6505348,406.1911942
2276,46.01779878,124.6450813,137.7697339,129.2611117,432.2457961,486.4838497,231.3268756,291.7238885,172.1461585,15408.82833,952.530589,132.3250758,521.4308012,1031.666764,145.5513684,427.2750439
2274,41.31149104,96.07622366,117.2030558,129.703672,466.8739297,481.7368546,227.5719461,312.6987129,197.0374434,15423.57931,913.5928077,121.55949,524.5973622,1014.452327,115.2941638,258.2360257
2272,33.29209268,117.1964469,78.32584065,123.2508293,471.5642465,470.0936896,264.5994813,299.4714332,133.3971942,15381.87743,859.2997023,120.5428445,503.5651097,1003.398405,63.20627048,94.64259158
2270,35.11844631,117.4657931,71.90113,72.82320665,433.8193366,483.4734232,279.757282,294.1215351,143.1903329,15325.53975,873.5304591,130.5725342,521.5462483,1040.034568,74.11145917,217.7743201
2268,42.72210052,129.6177112,98.23463874,81.18851825,425.3065144,454.1252987,250.0130941,281.8104001,191.8402826,15295.06109,884.2261981,134.07679,574.2893653,1061.507751,75.88494292,386.3119939
2266,47.78019315,109.1189902,115.8760161,126.4354489,434.8579814,442.0190533,240.1892639,300.0877774,182.0497396,15251.5054,855.2616045,117.3770929,578.8393829,1028.275101,61.44504887,383.1902227
2264,52.26390471,79.03927342,96.8248339,137.9294223,428.0121619,487.96429,246.1091239,361.4487043,159.5442483,15189.48197,848.0270477,109.7503417,526.8369187,1003.912106,80.96396047,315.6780903
2262,59.4763245,158.9535276,59.30255401,147.624902,430.6957414,480.2951543,210.6019121,356.3843036,214.9957462,15171.4925,876.5892006,144.9839674,505.2002069,1032.28041,106.3560581,319.4279162
2260,53.47878625,183.8119208,66.21607114,104.0349975,414.8503827,451.6928089,254.6493349,332.1436269,197.1343791,15172.8037,909.5996929,163.9125374,515.6698843,1046.702931,101.5668088,295.2382919
2258,35.30165831,104.865923,120.0455651,102.6957117,390.3407721,468.2283745,265.9120556,323.6448582,83.66027235,15169.71628,924.3547675,133.5668316,541.5370509,1050.22109,80.09253613,290.1605797
2256,27.66316914,60.4456052,147.9521954,180.8209444,384.6093106,488.9228117,190.1995086,295.8086544,45.24042513,15181.25565,897.1679342,98.18568356,563.2116128,1057.799436,82.32510495,315.6800944
2254,35.91944821,104.7325569,117.3665805,190.7338873,379.0696521,461.9658404,198.0780621,294.8168723,119.1676453,15204.3005,851.0441992,95.60145898,555.7988406,1051.292172,108.9425551,248.7129245
2252,37.41185374,141.8318815,90.36819393,112.1052049,348.1714898,444.0435344,276.2776259,362.5726678,135.240523,15184.06472,852.8757665,98.25978228,526.2838427,1047.809,113.9613855,165.5560598
2250,34.22412006,171.0492585,105.5001653,96.5210268,344.4208928,433.4979054,261.0746709,347.3838832,122.571205,15159.53526,900.9869561,90.62548544,527.0764133,1055.3359,97.16283885,204.7886741
2248,39.51586929,166.9017227,125.1049434,123.5723312,379.0117438,438.9228134,225.4642413,315.6817706,134.8809477,15171.69546,976.9351909,94.80733766,540.0058121,1076.0204,92.39825543,250.0344546
2246,45.44656548,150.7340387,104.7924812,126.7071624,405.6557659,471.2558946,256.5282889,335.5963013,145.4899277,15178.80061,1035.057405,115.8223801,510.4192501,1103.494527,101.7174343,243.8288518
2244,35.52497158,189.5763284,78.58464037,140.1704579,407.8075151,485.9971961,262.6810496,295.4475221,129.0231341,15130.47142,1038.711027,116.4028582,458.0288786,1107.501448,91.01172402,302.6674877
2242,32.56545219,161.1796258,99.86236974,113.1817833,415.6220489,452.0840123,271.5989303,310.1140865,117.8137523,15060.71864,1055.211255,104.7097797,448.3887948,1071.928335,59.16576778,278.7238848
2240,46.48879141,143.2239958,97.37155314,109.5873109,419.9395195,432.3186038,298.3782537,327.8654673,123.9616952,15009.24579,1042.60388,121.0480337,459.4222554,1065.591249,62.53142164,184.1731227
2238,53.63719874,214.3286539,62.58280076,136.3997781,412.8584282,426.3384844,332.296897,286.7465782,141.8979262,15016.76076,951.401807,132.8031765,460.6625089,1103.871532,91.69847082,147.5184816
2236,42.98251044,228.0638415,68.85498331,112.6582381,403.3514658,397.0317437,354.7793846,263.3236536,163.7249945,15075.18066,871.2296544,104.8459911,483.1115417,1112.669184,83.21061032,158.5347814
2234,38.91839947,116.0624364,76.1286659,88.59855573,370.4077079,414.6166411,342.0086996,235.5404647,159.2256183,15095.8523,893.8993467,99.16587354,539.2381683,1071.96029,66.58263046,128.0206174
2232,41.70864393,120.6614988,69.20218414,148.0439838,328.3100764,426.1893412,317.8048735,181.4028873,137.113537,15067.29592,881.5810711,75.66669693,564.110574,1057.214121,87.15707955,164.9020058
2230,39.62370739,178.1273325,67.6942422,179.0416677,306.9566033,399.0105794,334.0315245,152.5074809,153.6774829,15015.00527,799.92983,60.95187118,547.8454716,1066.264529,99.86580065,210.4451815
2228,34.6180681,126.1967723,62.31982052,114.4686104,295.4836332,403.433571,359.8781622,141.5023554,183.6407,14984.06742,730.3312196,109.3733946,563.0701895,1056.260422,94.56970406,134.5854116
2226,36.00539045,93.3211351,51.98613962,88.0170243,273.223369,446.9059306,321.4290172,123.187986,150.4381068,15017.73204,667.6971743,145.5954389,638.3373023,1052.070574,120.0201581,58.16180561
2224,32.21037796,144.3451732,71.48861706,115.9395111,267.1385902,418.0442777,297.546035,135.9097233,125.7779802,15044.53455,600.4110266,102.6657109,673.0971478,1061.400712,98.71746461,168.6819182
2222,21.41657187,168.9352464,71.66452431,151.6995662,288.3418151,379.480402,319.1269984,170.6631047,149.420285,15001.29627,638.9840915,85.41342952,624.913571,1058.920436,46.49798042,282.4800234
2220,19.91825535,135.5992853,60.38206454,152.8636265,325.2826256,378.3925626,301.6903288,180.2389973,141.2338081,14952.77024,781.7044076,119.5317471,551.4909283,1055.833618,47.357615,312.028639
2218,29.93695032,114.4571282,86.7348571,122.5320849,353.4113543,370.986771,231.8405601,118.0530262,66.98453322,14945.57098,884.1015275,129.652921,499.5165162,1071.252109,88.27719997,355.2837715
2216,30.12236679,109.3178555,107.8236933,130.5511563,362.242815,375.3217712,231.4716889,66.78963014,55.91850557,14904.81867,897.7643128,130.1297654,453.3992325,1081.769467,84.06971633,301.4722447
2214,23.83168253,155.5927987,97.66245616,177.4146153,390.365143,399.508964,283.1242955,176.1141203,161.0865204,14864.628,911.5506686,132.0626312,423.8428338,1089.514373,70.89669153,187.5908876
2212,26.41893186,219.6588748,88.71727465,159.6863622,426.9886438,390.083517,282.8204748,259.2299057,229.3054559,14891.65597,979.3496711,121.3797455,419.7223072,1089.550961,81.99634206,236.2462748
2210,30.22017072,230.9160187,102.8877827,82.52204292,425.8066612,355.8505906,250.7779873,198.0410517,165.3391771,14963.97208,1015.250281,107.658158,432.4693383,1076.349663,92.40560808,375.1899206
2208,24.27687276,185.6553639,113.0190868,71.46261473,389.1839739,377.3760507,274.014993,181.1492999,110.514098,15004.55197,934.5153031,115.0300935,458.1519405,1062.840561,91.60055559,334.4194503
2206,43.92826558,119.013182,106.0794135,125.5583824,363.7003044,416.2458613,223.5952419,199.3661969,173.3863186,15019.34974,841.3360622,103.1766685,514.8319499,1059.836529,125.2997506,288.4900872
2204,65.02343526,76.93992684,87.9048475,147.3581112,353.0347887,401.7736412,134.7279843,204.9414596,224.9804951,15025.56835,771.7266752,78.07983144,584.6916207,1051.844437,121.9675962,337.8370065
2202,49.58775821,89.31849824,73.57822887,117.5838074,338.2945151,354.1056864,168.9022623,226.7714665,187.0444202,15030.68013,714.2652341,64.77881308,610.2405577,1040.813732,79.67171542,377.7260575
2200,24.95079975,113.883391,66.60735626,109.1783309,323.772742,346.2390694,267.476283,258.1697683,134.1785604,15039.17407,692.5399265,65.81328536,588.9152603,1044.00149,90.38070467,323.8112766
2198,32.95244159,85.92103037,53.05441765,120.2281367,332.5058965,387.1810121,224.6847892,231.0127034,109.2660035,15038.40127,704.340556,91.14080716,591.4954431,1049.14582,120.5084681,247.1533856
2196,37.74092099,65.56692369,45.96930904,77.26673401,371.6425354,402.7334821,199.6823535,217.4567791,157.4937811,15038.0506,743.7690456,113.5463978,591.1276538,1047.88815,124.4650113,272.4717097
2194,36.97724267,75.51868048,41.2576626,36.32992702,413.7049187,349.3348769,248.0336337,231.0687856,208.7605342,15046.46125,829.9411109,94.05409292,546.5525517,1057.505278,119.4696909,306.3363827
2192,46.11730852,83.20256397,33.49307361,62.6680795,423.7121719,294.213769,261.7407318,224.0915714,192.2703265,15042.53491,894.1636715,78.80407926,496.5180114,1073.763081,108.9627904,229.4963893
2190,49.4479148,78.11164367,41.76399944,105.836945,403.2252355,311.6504697,244.6061683,206.0749105,174.4106019,15032.62548,868.8083069,114.5620955,491.0832996,1078.717998,89.24044629,164.3043238
2188,43.96812386,61.42625488,53.11640021,134.1248253,388.1113737,347.4250367,292.2456306,222.2288588,188.1096692,15069.95942,861.6911829,110.5847311,491.0918566,1101.089012,74.98287916,220.2897706
2186,41.2988894,57.44504352,43.19536086,156.6718945,373.8643848,342.9089919,322.7525408,240.3960337,174.6251946,15125.82608,851.1232858,71.96383539,493.4182308,1127.438333,67.75422986,264.0329094
2184,44.60036231,80.58183358,41.88388011,145.0669713,364.9064871,304.9337163,294.0445319,223.0219367,157.1315926,15161.96938,794.2092555,79.11685456,512.5307025,1123.475626,102.8834368,257.5054743
2182,49.34007964,102.2033595,59.73842644,96.77418026,370.1724925,282.131097,289.6884339,175.0979748,173.3354216,15199.26205,762.6842509,130.0835572,524.7256862,1100.636556,149.9807073,249.7853816
2180,53.79714336,94.54865398,49.72065202,93.16991556,360.2486459,298.900865,333.3951514,123.7432341,171.4369192,15275.22028,816.4410648,127.9183057,497.7491948,1097.132961,124.1257368,190.1990867
2178,53.4017632,82.98790811,56.68220522,112.3170963,357.7231752,320.5286743,362.6777096,157.031059,151.4524669,15356.5749,838.9803637,73.48880569,468.8671096,1090.935358,101.8480801,161.435246
2176,49.42799517,90.24216439,84.44611224,135.9157087,376.6193474,324.5613658,364.8325134,232.4366112,126.9248423,15388.17139,818.4518844,77.14702469,479.7411029,1067.80581,90.99709968,246.7318927
2174,45.35527158,112.4856747,95.3915009,160.0651802,378.4664643,329.4022056,346.9270561,261.4615618,129.31483,15384.15338,824.7311026,130.6166058,504.9363377,1046.913719,72.49585423,338.2472064
2172,39.50419398,127.6655653,94.27493152,150.8778746,358.5555447,327.1537142,313.7531723,264.8068538,161.0744502,15403.62101,845.6395318,111.9318044,503.2011075,1041.504565,76.16149461,285.7569954
2170,28.45640973,122.0495039,100.7751894,128.0449707,381.0299604,257.0012866,328.1246327,262.1167756,153.2126574,15453.85984,847.2910107,75.61570837,511.667116,1037.815444,64.24378594,210.6201361
2168,33.51527365,101.8941069,98.96444416,145.3839059,388.6207871,185.4598706,367.7699326,258.7244832,139.475201,15500.17226,860.5103341,98.30524323,532.3987497,1039.949494,30.47058116,265.6355261
2166,44.17841386,82.7006981,80.02539771,140.3655292,366.6120583,230.8659682,367.3443764,290.7425803,158.2797332,15541.50234,859.732167,116.3101476,533.8726415,1053.994416,43.8636676,336.9969767
2164,35.03502306,91.04686599,59.87062105,74.29844406,371.606431,353.6558394,336.3755284,315.1778306,180.8867009,15613.66454,820.4284337,73.82019231,528.5790711,1059.106293,93.41302437,288.9277973
2162,27.0075041,131.9048431,58.1145694,52.07590332,383.4887706,374.4289424,334.7241711,247.8643497,187.9906814,15717.12029,805.3850631,52.66406142,554.039476,1032.912631,76.52371114,247.3719167
2160,29.06062151,137.5241827,60.79533514,81.56294247,344.3582039,279.8999797,345.3354007,207.0899827,195.0044146,15812.25609,794.4939699,83.70506149,565.2598465,1014.055415,75.39529942,247.8859768
2158,35.98435973,133.0897643,52.97541365,95.12130955,303.134658,219.916192,342.7334628,224.8252594,179.40976,15859.78769,735.9146116,106.3928479,547.7655226,1035.620664,100.569041,270.3313874
2156,49.44692819,156.8803073,54.85130673,79.78084244,312.3189561,265.459767,328.2749673,226.4780025,177.5055374,15830.25179,680.2167532,93.39780231,535.2346645,1063.001716,93.26128959,314.3408564
2154,57.23348364,156.8345028,71.46175494,81.40027591,336.4471707,317.3542203,328.2350223,197.6146506,236.4921179,15754.33097,709.6581756,95.66087942,532.7909815,1054.458952,76.24200555,301.5030119
2152,38.53256711,112.2490306,61.91462626,84.72442545,343.8514582,292.9599371,360.3875055,202.6372029,248.2417296,15741.94913,762.5068749,114.5285241,500.7835333,1048.574428,92.86651537,117.9836939
