Raman shift [1/cm],IF1,IF2,IF3,IF4,IF5,IF6,IF7,IF8,IF9,IF10,IF11,IF12,IF13,IF14,IF15,IF16
2638,841.5741297,490.0930681,1013.138834,800.4962286,859.6474591,569.1564426,238.3322788,2058.672358,428.3058839,4932.965348,2046.89299,1375.569259,8386.049441,5058.901428,1185.648938,279.3819996
2636,820.8247881,465.9323627,1044.497576,888.618596,838.720487,497.8369719,519.3581324,2012.736077,525.4436051,4808.563333,2146.228708,1518.322563,8476.445387,5035.152135,1263.554019,249.2869498
2634,986.1354442,313.9918096,1126.009286,872.1274127,820.4101199,559.1383936,571.4957856,1890.365136,779.9393339,4852.49626,1919.637173,1467.893302,8384.941453,5000.051663,1086.389128,269.868036
2632,1045.929802,313.8008637,1052.840948,743.8534155,807.8089317,539.3825671,491.3773055,1926.417777,737.0469809,5122.329946,1779.468195,1459.473116,8359.370293,5002.014778,1018.51401,268.1577046
2630,936.2972529,372.3307564,986.9346632,554.0078584,813.9167646,462.7943676,503.9512556,1935.576696,759.2719423,5184.676747,1903.752297,1551.201272,8509.368044,5112.4401,1085.224643,238.1570436
2628,887.7432475,339.6525203,1111.501516,370.2116959,805.2185329,486.1687734,584.0110887,1634.563983,1017.412868,5014.756371,1972.384818,1468.582172,8688.168342,5253.790972,976.6949224,227.4796387
2626,955.1850855,409.1103352,1168.566722,334.2772902,684.9854532,488.8103931,676.2261183,1460.839644,1036.738266,5170.742571,1912.379904,1290.96103,8788.231353,5306.762531,803.5992688,225.6481097
2624,978.7502281,494.4039458,1098.496861,350.2020968,560.2789254,387.5059307,702.7788465,1710.29637,1000.357739,5560.548066,1899.298571,1381.502124,8806.363261,5322.140472,861.6207152,225.3343874
2622,992.1786544,411.2229169,1147.558447,209.6236897,611.0251,349.7426452,646.8341931,1716.47106,963.0810288,5692.16625,1875.935353,1520.845687,8791.839953,5276.920007,858.4616506,213.7624795
2620,1088.607002,333.6858839,1282.235669,70.88053171,709.8508674,383.0754091,537.7483684,1588.418176,964.5305193,5623.616248,1803.199279,1515.342488,8808.881189,5242.156098,680.5876167,215.6530142
2618,1141.406025,454.9175021,1258.064043,182.5945699,670.846525,353.844893,438.7426909,1898.988635,1064.19475,5705.011159,1760.283615,1576.949086,8869.247098,5291.257213,692.4595213,277.4983762
2616,998.7856771,512.4755734,1179.949678,339.6884401,676.1696209,393.5009491,480.338529,1869.705181,1056.543473,5654.511244,1769.789405,1705.310405,8890.600519,5267.883815,910.1003263,346.0672395
2614,933.0882275,492.9768425,1193.638409,327.4202892,749.8731786,459.188778,714.3665542,1610.392373,955.6180963,5406.424113,1886.535549,1618.999567,8838.928761,5257.381823,912.8291696,245.2337203
2612,972.5535827,487.4295726,1208.140826,179.4386139,783.0886856,451.5677407,747.9443396,1636.852403,909.5104434,5426.756095,1871.941649,1532.518732,8848.806266,5383.872737,753.2800494,162.7867847
2610,918.8945294,478.0148733,1182.74563,136.2318706,723.6155414,424.0531265,524.9330571,1726.193318,950.5459138,5740.076179,1740.984998,1656.615681,8952.32981,5485.876398,713.1741656,290.2652847
2608,838.0885481,434.1612929,1246.695681,291.0802138,615.1968247,442.8691837,561.7788858,1579.970274,973.6655827,5820.824958,1847.182497,1714.712639,9010.630319,5398.456884,693.505442,375.0504684
2606,914.1611695,427.9986031,1261.348831,363.8704634,544.4000626,439.2530623,731.1423761,1744.033263,881.0305033,5846.609686,1915.260014,1745.449535,9095.562013,5409.683017,609.5727762,237.6475445
2604,1021.910401,478.9901196,1215.475516,229.3738357,534.1122341,432.007965,708.8170745,1648.72031,876.5056515,5991.47829,1710.478889,1904.414459,9265.006227,5547.134535,619.4089189,259.8123229
2602,1004.222719,491.2911183,1227.991911,52.60847403,543.8540219,400.9268148,683.1527623,1275.387253,1032.854753,6118.767432,1596.115873,2038.031752,9423.273208,5576.731824,602.0565761,461.8235966
2600,946.9764593,440.2833084,1259.056827,0,544.0679868,380.3096721,746.2325154,1291.702232,1087.429157,6132.726964,1749.126151,1990.556177,9473.872474,5517.259186,383.2933332,431.2057953
2598,1006.51754,457.7327034,1203.348793,62.04533977,511.5468869,468.7279847,529.7212281,1457.862311,994.7994413,6138.138387,1690.930707,1947.988692,9466.383723,5630.294244,238.7029592,211.4618532
2596,1040.733276,421.397403,1234.570179,126.3306932,446.1114032,385.6016816,575.4848674,1577.827586,1189.07194,6048.452831,1624.487977,2007.928925,9530.877609,5661.170768,265.1286777,186.0825903
2594,1014.568942,292.9972828,1302.11309,225.9867669,361.3363345,183.7670367,761.8717757,1618.501323,1265.860444,6006.987048,1651.223464,2156.997251,9604.214178,5468.88055,250.214141,344.8710252
2592,1087.331447,280.7507764,1269.459271,354.9816654,335.126601,214.0153984,599.4860711,1426.929287,1089.508041,6115.634347,1500.860519,2199.719465,9458.732914,5292.530591,180.7528311,419.8576529
2590,1192.386567,413.2875672,1184.713094,376.0345819,433.4187631,425.4921748,399.2948041,1202.950092,1232.303886,6174.808786,1209.439371,2029.337291,9165.687049,5281.493242,266.2306405,352.7309029
2588,1019.935684,361.6127573,1124.763363,336.2509358,501.3353351,342.8579925,650.758081,1600.542206,1310.254391,6093.954766,1257.604252,1927.856092,9169.067019,5238.930133,398.2409491,283.9955993
2586,920.3653572,265.0264198,1113.599049,348.0361283,492.0103647,194.0358884,730.1957337,1722.776726,1010.740287,6045.223282,1330.262019,1916.28588,9233.389741,5187.855283,476.4980759,294.5467489
2584,941.1194693,274.6829983,1078.061439,287.4675529,471.5391302,203.1234996,562.4241752,1440.872504,1111.393256,5994.452984,1252.672332,1911.360557,9129.040494,5204.657354,505.225362,298.1780866
2582,809.3432426,286.1691388,1019.754505,132.4095704,402.7600402,196.2338636,630.0194488,1509.449652,1655.116956,5917.74461,1265.933372,1988.400603,9081.046287,5257.559181,461.6330364,212.8795835
2580,738.0190357,251.3035115,1074.218058,108.9701584,269.4506186,133.2392761,762.3788363,1620.600328,1446.000627,6053.592935,1315.821794,2150.371984,9233.243197,5301.641191,331.1044458,132.8991909
2578,962.6670024,275.8633838,1198.661966,114.7438233,303.9237907,232.1318894,693.84948,1254.226562,1228.615952,6249.70965,1193.384961,2087.182886,9358.295875,5343.954064,293.0699498,226.2103394
2576,1058.930994,374.9976719,1227.082894,98.44259725,387.5228335,328.1818973,660.6577723,1329.304365,1347.488406,6268.364858,1085.140884,2023.533121,9428.137188,5359.221134,317.2089698,438.6832594
2574,958.798843,426.2207504,1192.958117,93.46121053,421.5369646,299.8335755,683.2405601,1592.567297,1226.371854,6184.093718,1089.925508,2149.85771,9492.084897,5285.640601,282.7402683,520.4035275
2572,1007.203696,348.7623117,1217.677082,76.41619767,471.962123,287.0135633,573.4895476,1013.428401,959.4643697,6134.171758,1020.235085,2178.841602,9501.011005,5143.668013,202.3254549,381.3426124
2570,953.81501,257.1770923,1190.020289,22.55249671,404.7406316,281.40259,642.2037297,853.6432007,1318.221664,6009.977637,868.1046,2025.300042,9415.104761,5059.012766,151.4842017,240.4194095
2568,817.7163687,288.7124361,1089.437317,0,332.6904698,331.8515569,675.7283815,1434.015867,1294.778077,5935.180632,827.754716,2063.198086,9152.001524,5023.127974,251.8004974,214.0473455
2566,859.4048934,254.9182102,1079.964724,1.803867215,432.3577241,434.12687,565.623561,1597.503345,792.3803863,5961.247735,903.6325194,2190.091289,8942.070885,5013.855623,345.8331342,249.805959
2564,929.5092789,150.2264592,1171.17906,43.51192732,588.8200096,507.4675394,553.5963976,1248.947591,726.8835763,5926.347238,975.6558119,2101.67491,8992.662946,5006.99404,317.0147303,275.8415801
2562,741.7785602,262.7628635,1155.633421,113.7230583,567.3999649,510.6468612,603.562925,1435.863882,1041.654094,5760.846363,1072.840789,1981.847774,9088.871244,4941.490873,395.0005137,319.9974351
2560,754.5053039,299.3908088,1072.981941,157.2598398,423.4275902,406.2337332,436.2493756,1504.4012,1045.885035,5704.541273,1183.999397,2096.685271,9043.966049,4869.516694,590.9122491,456.2883563
2558,857.4637024,240.6016172,1057.414826,173.7620842,327.5459102,250.3910403,479.1073283,1192.541173,987.6294267,5781.776271,1092.53141,2221.722019,9178.542505,4894.492082,589.9405776,496.0334223
2556,804.6948322,385.6688931,1106.261184,155.8148016,306.3762649,212.3999975,593.6057219,1139.659068,1099.366095,5820.429081,959.2631746,2189.047671,9412.750983,4959.843944,411.325916,344.7246023
2554,774.1090664,573.0505843,1123.484335,86.01780803,249.3213944,288.8559186,397.8180411,1528.303761,1095.588943,5803.328971,1039.837924,2166.867519,9322.642509,4987.978955,360.4235458,259.0860623
2552,879.4983735,345.2192435,1090.167354,0,182.1728427,273.6757995,446.3448442,1556.982801,940.3084567,5877.36214,1078.100878,2214.976213,9106.018529,5058.109209,462.1994532,408.5658486
2550,903.366225,268.9896377,1092.494005,39.8461004,245.7873742,224.5259968,668.6189228,1352.316402,905.6892863,5969.86849,1060.856405,2196.33499,9169.319674,5129.51422,500.3005579,409.98087
2548,907.8803258,437.3933139,1152.076758,127.6174721,289.7074362,200.7609103,607.356331,1407.890545,1030.384381,5961.335335,1019.378679,2124.517551,9401.183111,5088.841689,360.4255485,267.6038392
2546,973.61085,422.2943907,1180.972338,97.40576789,253.1751993,196.5386813,418.2707913,1521.55216,1008.586139,5845.548742,862.0192128,2149.584722,9533.948365,4961.61648,296.2647561,242.8652557
2544,983.5512687,263.5308054,1148.581223,17.74965137,309.749421,234.2823702,492.2394742,1331.582976,783.7330829,5720.825084,679.0166616,2284.161349,9510.474081,4880.565354,461.7775919,260.1900665
2542,962.4224358,371.7203919,1134.716655,18.94172167,368.1755749,336.529947,476.4964423,1302.129354,854.6735061,5665.921781,768.3055891,2298.833071,9231.865323,4824.347477,454.178562,156.0416389
2540,883.7019408,529.0785644,1096.939583,14.78183397,394.1937937,445.9520035,503.4740913,1315.340909,1069.33051,5527.31889,843.1047335,2063.774697,8819.676572,4705.934465,418.408757,185.2678341
2538,828.1436736,474.8699174,1026.379604,120.22144,512.0361815,524.1313024,629.9592251,1220.234868,1012.4627,5331.572075,777.7747527,1885.574633,8543.91307,4520.255768,570.1498784,341.3436443
2536,850.4072379,356.557724,1000.333456,369.8943498,682.0761551,544.3076573,646.9307829,1214.979925,779.441972,5259.907055,786.0983427,1965.395082,8469.793157,4363.294927,694.7259522,336.3076472
2534,810.9626021,355.6280913,1031.736291,396.2049208,665.9957483,466.7153277,583.8583467,1349.164045,724.5748673,5227.426634,847.900101,1985.69857,8363.456982,4320.465096,644.9852644,214.4504125
2532,716.2071138,334.577986,1009.867739,174.7578519,544.2538991,405.5009178,518.9981544,1427.652577,732.8894481,5030.683883,769.8420892,1845.313442,8092.279718,4328.139081,780.3090241,240.2833748
2530,723.1643542,293.9601195,957.4830554,123.7251462,582.7802625,463.8511743,525.7228623,1501.468116,677.5887092,4804.774131,744.0878514,1775.565133,7787.675249,4210.181665,858.5418742,302.4351974
2528,781.9672855,320.6719617,917.2921073,264.8457969,766.5292728,552.4796336,666.7138454,1460.322488,682.0559705,4632.148999,910.9141198,1821.972041,7587.949152,4015.882652,716.6903235,287.1100648
2526,726.9267503,367.3203761,860.1434135,301.9429316,815.7805592,544.4481406,797.2330785,1280.463338,785.2185739,4431.536118,1032.06655,1802.793031,7507.308722,3936.661074,751.7388797,335.0398452
2524,663.4715468,384.6661433,843.4348365,444.8311706,693.7185541,503.8448495,694.7705581,1510.511816,658.0652797,4325.726579,953.382835,1746.65805,7546.242885,3894.573007,1027.488558,421.4340584
2522,696.9419616,436.9893041,878.9223853,739.2210596,626.9675623,537.8896212,652.8693616,1657.15921,460.6729768,4264.69081,836.7352935,1666.645097,7528.114283,3745.087716,1084.049019,355.4804202
2520,752.2225382,488.1135025,888.8693311,788.40046,679.2407998,553.7000799,655.1303614,1335.775426,626.1930927,4069.246317,764.3790332,1575.9328,7338.569753,3654.123566,966.4653386,234.2759497
2518,740.7078522,453.8066348,846.9187773,528.205014,755.7011775,457.7384823,520.7596575,1143.758061,929.6628828,3837.120111,813.0194848,1480.387072,7123.682917,3723.056818,1003.814166,242.1120133
2516,719.22874,348.6628508,780.6092262,415.6749384,808.4972333,399.3500012,455.8285445,1472.167185,819.2109871,3859.253573,1059.627683,1411.430424,7096.968411,3740.747936,1090.09261,283.587574
2514,736.9466401,247.2298586,677.1713074,398.8873697,772.6124116,472.6309189,603.9250281,1488.7002,718.8450476,4018.815199,1131.207105,1555.620281,7241.162268,3763.764396,1021.187347,228.7577893
2512,772.225049,246.1995618,708.4935747,340.1332368,657.1980203,442.9462595,689.4465764,1374.157823,832.9948089,4092.772352,1058.800987,1758.874511,7392.233864,3916.436391,838.4438552,209.228699
2510,819.6190032,314.180929,853.2834758,335.0574379,520.7312277,321.7829426,662.5775576,1467.022274,854.00131,4041.146487,1034.244018,1755.033152,7542.939621,4057.520541,669.8413768,273.389585
2508,856.3395919,362.0763929,923.8641621,463.0070913,458.5511957,341.6758303,683.8078065,1417.124633,673.0471524,3930.790012,974.2948268,1686.747752,7773.066371,4024.880238,626.866175,282.6671186
2506,809.1474954,406.8299506,957.038242,594.6399246,565.2191843,410.1333389,595.831114,1124.411984,640.7430202,3762.09315,847.0355065,1841.827736,7899.240079,3921.793599,779.1120337,239.8200984
2504,793.3398166,460.429416,967.1503952,720.7211927,698.0481168,434.543613,472.9533627,1218.913927,708.1240591,3569.830022,861.5563071,1848.183138,7641.87184,3735.601669,843.0821953,242.1568548
2502,836.7777895,470.4539907,914.8968828,859.3105724,761.480154,499.0330483,498.8827442,1455.669194,704.1828945,3394.553038,870.0997098,1677.409918,7125.993666,3477.751149,776.7677623,249.3048084
2500,785.8684613,421.9127337,862.8306805,1045.088823,812.9353919,608.8270952,531.2409497,1375.262828,673.0678749,3190.137425,834.0828068,1587.279003,6550.437423,3211.528269,831.4490687,247.6433795
2498,607.7861433,359.7265523,866.1289684,1238.426508,881.4186705,642.0368886,377.490223,1341.103124,677.0234226,2915.830586,949.8883216,1504.270684,5924.42815,2949.824939,1018.064356,282.7877781
2496,532.9344389,276.8776883,776.472439,1253.014831,941.3000458,634.8768078,339.5898655,1567.152873,551.3172403,2692.281733,980.1691955,1260.691835,5404.204348,2656.81686,1045.21876,242.242364
2494,517.1422124,233.9313354,637.4656061,1271.745087,1061.189792,664.5391616,428.8946757,1580.713852,481.3107659,2423.694565,903.1613888,1089.530205,5001.512684,2370.212478,1086.855251,248.4066939
2492,481.0304004,304.3518934,559.7123465,1376.530588,1151.794255,719.712869,448.5399477,1397.961455,534.8992275,2115.908829,892.1377668,1072.217555,4614.815729,2139.473456,1220.897865,326.6965693
2490,480.5737003,385.4265058,539.2954387,1461.322296,1108.854569,729.9077347,381.1072758,1405.854524,532.8658984,1941.113232,955.576628,1051.966793,4213.850728,1979.902983,1234.825208,315.6899645
2488,497.3444648,309.3728677,515.9270802,1604.929591,1028.142361,697.3617032,361.5350133,1480.827564,500.6319355,1856.125573,957.0365411,1015.97308,3861.255406,1876.169646,1137.252818,246.0029342
2486,394.9851647,260.1317906,479.5029665,1779.007245,915.8373945,694.8714469,350.7474426,1484.818068,592.3933635,1672.272534,957.7355938,957.1204567,3660.700129,1734.537079,1197.405997,330.0952588
2484,264.4287601,295.689083,435.5197286,1731.75159,834.3932256,708.1589181,281.9035471,1437.791426,654.7450926,1591.336648,934.1909452,888.4342411,3598.599874,1514.614526,1250.058801,378.2111073
2482,243.6572833,293.7435646,390.6974969,1764.619411,891.7405313,722.1558224,199.4860907,1348.192705,592.8331391,1585.159518,857.0105768,844.1716022,3410.07176,1312.96751,1162.855487,272.9740515
2480,293.5515903,265.0799564,357.9979703,2247.830488,1019.457439,745.394679,189.2290221,1277.887727,507.6701119,1353.727208,768.7839465,797.5412477,2964.162977,1181.7526,1197.390435,221.8510824
2478,321.916478,342.364896,353.4639473,2536.125246,982.4029997,710.6754501,220.2231728,1447.171393,380.9266812,1097.897222,647.2235939,691.6897258,2549.614308,972.0144551,1410.930379,243.3273508
2476,268.6759326,393.8198391,360.3556432,2471.964966,868.2547234,655.6669681,192.6059854,1598.584328,360.2700318,934.8105078,547.7205462,627.1173865,2118.788613,632.9258433,1405.793055,241.5767762
2474,158.0122445,293.6283769,321.7616069,2486.391303,825.4478294,649.4850137,198.2970648,1376.797591,449.8919879,832.5082855,610.6966265,560.8671954,1630.986574,378.7839291,1261.126622,249.5871629
2472,81.77584381,148.3113538,224.0944228,2700.842685,857.5485548,638.1632036,285.5944562,1012.068227,418.4378635,830.3035058,774.5887237,448.3153287,1124.412519,298.4994831,1359.248274,290.6710134
2470,84.58965052,153.3179116,137.5018987,2814.932221,932.6242024,557.1520492,265.7389665,1019.531491,209.9171886,888.1068216,787.3617971,424.6343926,589.0528094,181.8617578,1563.393254,277.7341725
2468,89.51174003,294.794014,124.4994504,2899.9361,1019.048504,553.7231479,145.5052766,1214.862933,170.5469052,699.6297373,663.2641487,454.8531978,316.5118376,32.75160801,1441.574934,257.8964553
2466,72.09370941,354.0614963,134.1267384,2952.162703,926.1059743,619.5188381,168.0731304,1349.286761,225.1692875,616.437755,579.9472228,445.6200225,522.3589061,72.76374764,1251.882058,247.3346216
2464,66.62152226,323.6847571,112.7960035,2881.730907,722.1386354,591.2636493,258.9419118,1367.77195,151.4187737,834.383863,522.9480722,440.0400305,875.7761406,231.1185779,1270.84242,231.3461993
2462,94.53115997,316.3737052,92.58889263,2673.846082,654.4843594,470.5339244,194.2722194,1263.616251,65.45030745,1030.324561,442.7326199,462.1399822,1046.556598,293.0607596,1282.844262,203.5270685
2460,133.9205356,223.3311297,107.4325582,2438.133989,638.5801333,448.7743281,154.2931135,1097.882816,154.6294236,1152.826836,532.9649392,417.9184739,1249.964813,366.79084,1189.313594,152.1061532
2458,116.3648645,153.0515022,126.5413463,2395.593849,517.8374366,403.297012,226.7102964,1153.882055,199.2907277,1363.873019,669.0108995,481.0364863,1490.276429,534.6911568,1272.719984,143.8901739
2456,141.7478941,193.1109983,149.0918111,2502.49382,494.5583788,318.4690244,249.759242,1324.538151,196.7929273,1593.26497,652.9334859,672.0895946,1734.4077,754.0195746,1256.874466,244.767876
2454,259.4592229,213.7272352,206.5170736,2511.302723,619.8909383,339.8006228,204.5266107,1309.938024,245.929138,1881.228802,553.426859,784.9990219,2117.485359,955.0269204,950.6038275,375.0282344
2452,326.8119414,169.0510429,294.3373975,2307.795575,582.2452998,417.3799969,235.4648878,1177.157267,251.6150759,2357.055935,523.9425027,772.2001521,2699.182023,1134.72932,773.4684322,391.8071865
2450,362.4832806,279.9243035,362.0022492,1995.650426,420.7651815,342.1949989,221.0353684,1236.547457,254.8761922,2680.56876,517.0803129,877.963425,3193.413158,1370.423994,740.017675,307.0043014
2448,506.6252669,343.833084,416.8959163,1851.059501,361.8928407,257.6968665,257.3171391,1354.977931,318.9977351,2926.116138,551.7041965,1113.071697,3652.236172,1665.300079,578.5575238,275.9321591
2446,585.8229587,292.5100891,461.452328,1824.930927,380.0169773,233.0793921,421.5461312,1337.362929,349.6833864,3383.184581,573.9315209,1336.433749,4202.327623,1974.361387,414.8079597,265.2170386
2444,518.3800061,308.1807092,480.8530259,1677.901944,304.4601043,181.5953103,513.5902897,1289.611232,376.8770337,3913.433997,511.8113176,1483.369029,4696.711085,2268.69525,430.3501127,186.6816427
2442,634.6433591,351.1023849,515.6846996,1501.783326,180.5933513,160.6131319,417.6971045,1324.10107,567.4933587,4155.434513,427.1727138,1603.13731,5034.388482,2493.379948,406.6637285,193.4111822
2440,762.8557221,357.6241655,607.4518946,1408.528947,209.545478,178.4940829,508.2832535,1291.529954,600.7821437,4399.493837,383.1692472,1833.591604,5483.134255,2614.1299,379.2693775,273.5141535
2438,743.4517102,380.5061516,723.2829618,1286.134313,361.3943776,181.815056,630.3620698,1394.344042,554.8399062,4692.474011,414.6292976,2078.922947,5917.862128,2805.751869,323.3295683,250.4609607
2436,724.7248584,391.7544346,795.6117996,1136.496434,363.4191187,214.8290243,549.3560987,1529.30685,699.277518,4914.667876,493.8696093,2120.003945,6155.462217,3037.015924,303.5240908,186.5632163
2434,803.5882252,325.9661471,804.131668,1015.10431,179.6230237,281.7885123,545.6245351,1318.187548,895.3703907,5197.353008,562.8162081,2030.357035,6331.92318,3126.498138,414.0391476,229.9722043
2432,839.6248021,277.8822251,818.8131626,774.8777458,161.6465577,198.7303527,768.3697815,1198.159881,910.7789756,5608.582109,607.0998682,2131.478416,6546.546713,3270.020595,380.0471663,211.6599928
2430,865.2264995,291.6824265,912.0405045,741.0716499,263.7590708,181.2075561,739.6701864,1505.484455,961.6057352,5973.825073,653.2712871,2295.097039,6885.130373,3494.112696,172.4575281,151.2726257
2428,954.1295897,340.9283205,1021.567499,804.0914447,274.6862183,312.260758,710.5749329,1641.925687,1051.890145,6339.362907,759.0244848,2425.007763,7432.540156,3665.370093,165.1251577,178.5656733
2426,1141.40283,338.0351531,1097.767091,567.6368278,248.186787,337.0609586,971.9656623,1475.355391,1050.330882,6726.733346,927.8052615,2608.90391,8014.695779,3818.205113,352.6815937,262.4412765
2424,1342.194286,290.8860621,1202.236071,249.0133397,332.1579202,200.4721821,926.7888879,1753.528415,1074.48424,6961.836529,1053.227065,2790.327866,8331.195874,4062.302406,320.3095885,266.0124756
2422,1317.800618,434.6436429,1309.836241,311.6961882,330.4701076,253.9035973,659.7630122,1931.305391,1139.969388,7234.759549,1034.728976,2842.246587,8544.497995,4226.482641,345.2261299,272.4099764
2420,1316.909579,570.1768397,1402.233849,471.1337844,313.4850735,350.8579104,665.5850306,1791.290355,1293.518574,7580.534213,1068.437825,2914.411673,8798.22142,4282.042259,487.8772428,315.7098518
2418,1446.964623,488.7754283,1493.011206,363.4240916,398.9886568,324.2893544,801.0590376,1782.288782,1346.31673,7900.449409,1231.897242,3120.076355,9049.953409,4306.64937,489.5176329,307.7474245
2416,1459.000784,428.4511386,1578.943421,136.872117,443.6190274,341.5736499,748.5718421,1926.257475,1169.896978,8215.544168,1330.955194,3349.034272,9267.788107,4387.994097,377.7836313,234.5615262
2414,1416.228474,597.3259309,1644.517625,3.392639338,348.5900665,424.1275112,801.9223981,1757.565358,1203.657529,8573.668291,1357.034513,3506.117117,9500.363195,4627.981008,472.8464016,220.1748732
2412,1523.391756,601.2121378,1715.350725,0,306.1932312,427.0582753,827.5150999,1784.005123,1527.281626,8869.750146,1560.944658,3618.790219,9717.681748,4936.780474,541.8192972,311.2569667
2410,1708.166517,496.2636388,1817.392201,4.218458989,325.1383337,376.7088299,878.3530029,2021.729051,1641.443733,9189.078054,1734.834787,3774.39524,9949.02108,5103.633483,461.0663109,355.2631587
2408,1838.872737,589.1365381,1952.725809,1.713038836,327.2467862,337.8777698,988.0355918,2060.754455,1465.056958,9563.876893,1664.63645,3983.263748,10276.40419,5110.981497,410.2589674,293.5286433
2406,1915.804061,717.9497411,2094.157252,0,369.3486577,292.4953368,949.2526605,2016.228961,1482.344268,9795.718656,1625.66498,4156.01225,10659.67214,5098.066287,447.2720902,292.0006341
2404,1909.285662,647.8998858,2199.958855,0,456.8730552,327.1749703,932.4773602,2173.609998,1710.307613,9849.443491,1733.50555,4223.746815,10832.65055,4989.779171,430.2853023,337.7809168
2402,1929.564577,567.7207776,2252.287224,71.40256317,624.3160176,443.932216,906.9107654,2206.919209,1988.405713,9737.711635,1721.797798,4212.666581,10563.06178,4828.046024,491.4609112,312.0946823
2400,1933.437226,620.6617995,2252.66662,247.6009655,799.217195,611.0452945,801.9212048,2057.405158,2005.904971,9496.73139,1648.409928,4142.903581,10020.98519,4606.101447,671.4273842,294.1946391
2398,1861.36385,683.5545732,2199.452945,431.6000641,892.0745193,794.3065606,763.9176419,2105.347395,1723.991202,9230.909086,1741.981914,4017.17234,9468.251336,4256.157485,862.5762987,341.7439228
2396,1864.627285,665.7664214,2096.086057,483.978186,1003.434077,898.8617223,815.9246246,2343.050723,1558.178816,9026.050295,1827.885824,3889.5431,8854.123904,3909.949174,1109.67718,308.2564131
2394,1847.665763,670.3829221,2010.338186,441.3094523,1213.151767,835.4339249,730.7655455,2417.258698,1520.545481,8848.058505,1869.553224,3787.417268,8243.327035,3714.660626,1364.63233,290.8261286
2392,1687.521844,758.3533821,2000.820316,530.6882919,1330.904639,800.545486,672.0625313,2442.359319,1504.460645,8688.179697,2041.316963,3680.848129,7913.237179,3590.750136,1472.312923,344.6973214
2390,1546.579608,795.267536,1987.589396,770.6060163,1301.630974,935.8980307,728.3169799,2519.935796,1561.153971,8627.117253,2263.351212,3567.115596,7982.735316,3536.306479,1491.621999,359.5895053
2388,1606.375935,708.815208,1890.496382,885.4195697,1310.839644,1067.137468,700.831486,2478.773952,1658.177374,8713.525475,2301.443931,3516.797297,8246.364264,3636.460674,1587.949286,292.1633935
2386,1676.154531,702.2730159,1847.72061,770.948722,1342.877625,1066.614027,611.0302229,2529.157716,1587.295916,8792.599705,2308.045577,3586.195195,8468.260945,3761.104051,1660.573664,302.0508831
2384,1661.279277,820.8335233,1923.691317,658.2141313,1337.088026,1124.007953,571.7144258,2836.048394,1504.836133,8694.491999,2369.849247,3636.433355,8642.403368,3882.084563,1694.16893,328.1148168
2382,1639.866474,886.750663,1974.611676,725.0646117,1393.951919,1239.484544,659.6151295,2984.444012,1385.267963,8587.998861,2403.892202,3579.33078,8821.963701,3967.101044,1767.451168,293.1861639
2380,1632.263954,804.1025491,1909.856771,833.6004766,1552.052607,1226.891157,757.0849503,2784.93461,1187.12876,8616.651613,2396.359567,3544.77797,8892.208229,3943.556355,1915.901635,283.108619
2378,1588.052571,731.9150868,1863.64549,799.0325354,1656.077552,1126.948889,723.0528329,2762.436913,1195.830841,8600.580835,2455.931726,3628.87821,8749.421982,3849.252195,2067.851365,340.5506161
2376,1666.732377,807.7079314,1923.098586,834.2196617,1716.292046,1138.013639,756.6937533,2985.349431,1403.574571,8541.721019,2552.706851,3631.073245,8628.58883,3858.074688,2105.055204,317.3582556
2374,1740.070624,894.9997867,1996.15049,1008.55427,1774.873664,1209.031433,790.2792372,3039.844074,1497.189168,8444.999481,2680.334334,3530.706167,8577.91668,3837.322661,2135.594127,297.6747605
2372,1629.151465,854.5261367,1991.295586,1040.78632,1832.354423,1254.23141,649.9206738,2902.260189,1430.87487,8294.413475,2733.71273,3486.716209,8519.95135,3666.519894,2204.899119,348.2921135
2370,1506.864034,766.4679399,1953.151934,821.7543901,1887.855767,1318.009324,497.7813349,2922.064561,1408.644187,8189.361833,2649.457654,3514.942874,8500.886094,3560.852208,2206.641639,362.8943062
2368,1596.59011,749.8522276,1943.57975,678.6074951,1906.138716,1356.457048,606.5369039,3043.543094,1412.19642,8270.487585,2692.271568,3453.93173,8589.762358,3730.840677,2206.1476,331.8603316
2366,1616.827338,765.7545387,1907.882111,636.8511189,1747.174327,1245.959464,713.3357291,3096.882403,1393.64484,8494.597626,3003.314415,3360.597009,8753.52071,4006.116966,2239.642221,323.6251011
2364,1573.518052,802.0491597,1892.57899,687.5532446,1646.53396,1131.554175,698.2964947,3109.144675,1367.762895,8629.621909,3264.661068,3425.264303,8972.308695,4184.48422,2186.242674,320.6327961
2362,1639.872407,863.525144,1987.568826,847.3597705,1747.618695,1198.475762,693.62383,3140.588259,1408.217156,8635.226858,3274.934756,3624.985471,9301.419962,4270.451886,2083.0755,310.2451895
2360,1692.366516,901.4781978,2120.077345,995.0952825,1744.26115,1337.92309,690.9713883,3151.444952,1518.458526,8756.587947,3229.760716,3739.37091,9746.253584,4353.062718,2088.641397,334.3910348
2358,1670.704716,929.5368802,2146.833382,1032.478226,1629.049706,1368.031937,607.8536179,3197.540019,1531.38491,8925.214468,3126.965388,3744.109164,10039.66077,4368.427699,2078.722032,350.5491655
