Raman shift [1/cm],IF1,IF2,IF3,IF4,IF5,IF6,IF7,IF8,IF9,IF10,IF11,IF12,IF13,IF14,IF15,IF16
1720,573.8785645,316.9575768,1857.242734,803.5893061,1296.551584,140.71195,1273.960061,966.2836444,458.9965427,2854.243958,879.102919,1387.09875,4459.147145,2621.752869,591.2187921,239.1506199
1718,578.9992644,283.6162195,1876.814025,860.3649459,1362.618121,142.0654406,1260.29135,995.7652067,426.9759939,2866.358885,937.8862018,1430.413865,4529.742988,2629.332561,581.6541703,221.1315632
1716,593.9851315,320.3611292,1886.952496,912.5183585,1389.366529,152.7219808,1269.101217,1019.970236,388.0850807,2860.4232,968.9725864,1520.837394,4533.45919,2699.639904,683.4564726,187.8232565
1714,567.3249778,332.1313482,1871.999087,878.4340448,1364.945413,132.0051349,1290.419713,929.3542335,392.1792948,2887.998365,893.6047353,1537.806244,4450.389188,2713.912322,697.6206444,210.8774195
1712,561.4238475,257.0771969,1867.341414,839.0530863,1317.053229,113.5632157,1232.112474,875.9343606,488.2335045,2897.346582,833.5589675,1513.794806,4482.344405,2637.509052,597.520859,237.6171943
1710,591.0301396,261.7801381,1905.312551,815.125594,1281.236543,92.83875197,1201.385845,979.7254359,524.9679532,2895.454904,863.8587688,1496.288939,4589.15542,2584.519184,563.2999905,187.9488513
1708,580.1270271,273.3367804,1927.19041,836.330703,1312.334139,99.12875067,1165.280127,1001.273424,486.9799284,2877.715677,931.0365491,1484.419899,4562.134552,2625.440989,583.8062316,184.2046659
1706,536.9738881,258.7875678,1933.062021,894.2502696,1357.646975,141.4116725,1116.22247,953.2536603,457.0791576,2833.473193,890.0487758,1493.033647,4514.572934,2632.900606,589.2154976,264.4124781
1704,548.1385004,279.0942342,1933.200474,890.7819666,1329.90619,179.4178508,1174.950019,995.9798491,467.5820521,2816.203642,744.4472737,1523.618619,4621.358405,2567.955164,565.7692348,315.0264058
1702,611.7189091,310.9398098,1882.360991,821.5231889,1286.747294,170.2595424,1286.37941,1040.090194,510.5740516,2872.634719,739.977219,1512.786104,4666.896442,2603.371013,558.6917057,297.4950713
1700,596.2324845,352.3701895,1893.671213,885.0987089,1347.179774,129.6489552,1158.445129,1067.20942,506.846297,2910.172025,836.861443,1464.396147,4575.733268,2639.092357,621.2877439,235.7965671
1698,569.9553484,353.6528508,1965.315053,942.2104921,1423.388285,109.6623166,1050.171682,1025.003259,482.8305871,2918.585156,813.9211248,1505.516381,4666.888939,2636.747165,618.4286161,207.0892505
1696,604.1296615,304.9504216,2007.526671,912.041208,1400.350698,131.0391574,1147.733545,962.475304,529.7786023,2944.702065,763.0815636,1551.086612,4786.992461,2672.549378,549.561004,255.9330511
1694,611.7880853,283.2840565,2026.68588,944.7062316,1325.553477,171.9941752,1199.511626,995.7005219,580.740588,2963.741134,811.8956757,1483.334629,4644.218446,2711.281089,539.2595775,279.9063667
1692,594.1829684,318.7417911,2060.173563,997.2187818,1281.962966,203.8225106,1130.889998,1065.047148,530.316517,2921.043192,744.0049819,1527.747613,4725.204484,2658.574935,514.794133,168.3129781
1690,622.2379884,310.9507185,2034.322942,990.965373,1237.883923,205.8018836,1106.074114,1040.465594,575.765441,2938.133618,680.830709,1566.184695,4851.102301,2655.664902,493.5838879,121.3579925
1688,622.6888584,327.6709926,2028.98172,956.2006535,1178.732828,179.1653114,1151.445231,1012.385622,673.3764259,3012.156991,695.2341654,1466.733258,4827.963048,2741.361363,540.1218271,174.9163656
1686,578.7860739,397.3615787,2083.735818,941.237425,1174.733103,139.3036598,1117.275831,1063.518451,714.2239672,3015.190902,694.6599785,1413.457935,4864.428919,2794.865726,590.8834202,202.0688525
1684,597.779344,362.6456825,2087.131117,944.7482752,1237.124122,107.6303274,1003.257906,1071.071032,774.8774071,2955.051163,646.5009797,1516.940013,5004.966631,2757.319665,548.1894678,192.5192833
1682,633.8548487,282.9969371,2097.754405,966.9536712,1213.901645,100.9781322,1070.486867,1014.555305,778.6051715,2941.406382,633.9888298,1474.938198,4988.313919,2728.658336,513.1136899,171.0769239
1680,634.2678248,315.3805629,2109.052022,951.9504125,1121.537401,108.9719406,1139.030508,1006.223432,764.3831514,2941.912943,647.9952146,1424.601219,5006.57442,2769.2086,506.3475098,143.224008
1678,629.2240859,364.5081236,2078.578463,950.0326083,1087.461808,144.7571577,1054.201099,978.9352769,789.4727167,2915.642828,600.9453369,1460.535836,5096.824682,2788.309119,479.2127881,138.8692194
1676,632.6427014,325.8448841,2067.233131,979.2929549,1125.850721,182.603939,1001.376466,848.6596772,824.1991955,2887.10539,544.3875787,1442.372469,5133.663576,2745.276272,448.4618931,166.2902528
1674,581.2181982,338.5609743,2133.840373,918.9873887,1128.73533,142.1351852,1041.53117,805.8358739,849.1000956,2871.060741,612.0930818,1413.864378,5221.68593,2744.275241,442.3373015,178.0118529
1672,559.3959933,306.5839847,2119.471767,896.5213171,1041.597398,99.41683512,987.5622408,929.0249154,842.8002396,2847.514993,633.0643024,1473.244302,5286.666073,2759.341161,338.3280773,168.7290891
1670,603.1790572,231.7452833,2118.45947,923.7984095,962.1073726,108.4238709,984.3091443,925.3844926,743.3281094,2831.044226,541.1930926,1504.789629,5309.223663,2758.793297,275.5106586,167.5300046
1668,595.7875392,229.4163635,2173.20036,914.565569,993.2529261,102.1381946,1061.948216,765.8039185,668.8979202,2843.602455,474.1894258,1461.340214,5317.29527,2755.783036,361.0183458,201.6800348
1666,522.0395246,289.0298703,2125.943898,903.6017599,1035.534207,55.8476158,1012.383432,766.3261719,773.9536046,2867.56789,497.2887583,1472.939931,5309.033967,2777.398389,426.3213141,238.6888222
1664,571.853472,301.8622599,2075.615014,925.6800012,915.1878174,80.3950561,938.4231893,854.5548172,907.3082614,2880.158026,505.8239262,1541.483874,5299.248442,2836.543947,400.4967355,216.9024291
1662,636.9099729,289.8133978,2148.83461,847.168031,836.2249009,141.2187682,946.328466,840.9671104,942.9530898,2788.857252,522.7765096,1544.765198,5310.728799,2862.780655,371.1880477,235.2591194
1660,607.473509,268.5956759,2218.851448,773.5321263,875.1720108,130.2381176,1014.410615,839.4668105,915.730599,2707.434139,567.726821,1461.275665,5391.825401,2827.454372,330.9429086,302.9062441
1658,556.8614798,257.9115219,2180.668582,825.144856,885.396963,67.56531301,1028.878413,861.5158416,926.8752646,2736.258134,559.6339399,1421.671453,5480.381674,2797.593158,299.4720382,304.1627848
1656,559.7767131,290.0942261,2144.149827,854.167737,878.5401565,78.53929865,946.5050748,719.4847513,999.5982361,2725.628674,476.0557956,1480.314726,5437.371841,2810.837393,363.1194974,236.190804
1654,564.7385797,281.5318634,2152.07588,821.2129035,998.9239578,144.6571553,921.1181447,736.5063387,1064.006321,2713.186854,487.9479735,1469.509915,5346.931103,2790.938529,382.5957411,238.2487087
